text,label
อ้วนนนนนนน,2
ปวดหัวชิปหาย ก้อาจจะเปนบางคนมั้ง,1
ปวดหัว กับประเทศ ล้าสมัย,1
เงินในเป๋าา 😿,1
หิวว่ะ,2
เนอะๆ วันอาทิตว่าง,0
สุดยอดแล้ววว !!!,0
ลอรีเอะก็เป็นนะบางที,1
ซื้อลีโอมากิน,0
ไป!ไปนอน,2
ป่ะไปกัน,0
เหววววว,2
ใจน้องบางยิ่งกว่าหมูสไลด์เอ็มเค,1
โกๆๆๆๆๆ,2
ถึง29นี้,2
ทำไมคะ 555,2
แดกลีโอ,2
อยากหมี่หยกอะ,0
ไม่อิ่มอพ,2
อยากกินมากก,0
เล่นตอนไหนอ่าาาพลาดได้ไงเรา,1
มาค้าบ,2
จิง จะอ้างแบบของหมด,1
ยาริสสวยงั้บ 🤘,0
ต้มยำๆ,0
ดูก่อน,2
3 เจ้าค่ะ,2
แล้วเจอกัน,2
#ชาบู #ช้างคลาสสิค,0
อิเดาะะ,2
วันมีตัง,2
แบบนี้ก็ได้ค่ะ,0
เอ้า ไหนว่าบาบิก้อน,1
show DC ค่ะ,2
อยสกแดกเอ็มเคอิสัส,1
ไม่ไปล่ะ,2
คือคักแท้น้อ🍽,0
ฟ้าใส,2
สาธุค่ะ,2
ใครที่ไม่ชอบรบกวนไปที่อื่น,1
พัทยายังไม่มีจ๊ะ,1
บางสาขาให้ไอติมนิดเดียว งอล,1
เอ็มเคทำ joox กูค้าง 2 รอบแล้ว,1
😍😍😘😘,0
อ้วนมากค่ะ,1
ก่อน29 ไปตำที,0
เลโก,2
ค่าเช่าชุดแพงกว่าที่ลดอีก,1
มาสิ,2
ไทยแลนด์ ไทยแลนด์ ไทยแลนด์,1
ล้างท้องรอ,2
แดกไหม,0
บ่!!! มีเงิร,1
บอกไร,0
เกลื่อนนะบุหรี่ไฟฟ้า,1
ไม่ไหวอ่ะ,2
เชียงราย มีแต่หมู ของน้อยมาก,1
พรุ่งนี้ไปใหม่,0
รอครับ,2
ป้ะๆๆๆๆ,2
เผ็ดมั้ย,2
นี้งายยยยย,2
ซูชิไม่มีอีกอ่ะ5555,1
ทำไมน่ากิน,2
เห็นคอมเม้นท์ว่าไม่อร่อย,1
ไม่แฮ้งอ่ะใช่ แต่แม่งปวดหัว,1
ไปสิ 555,0
กะจกห้องน้ำใสเกีนไป เกือบจะเหัน,1
หิวววววว,2
ไป,2
ไปด้วยๆ,0
สนใจจจจจ,0
กินกัน,0
แม่มึงสิ,1
ตอบแทน,2
แต่สปายทำรสไรมาก็ไ่ค่อยอร่อย,1
กิน Mk ดีก่า,0
พาไปหน่อยน้าา,0
ไปมะ,2
สนใจ MG3ครับ,0
ปีใด่ว่ะ,2
100 piper,2
ไม่มีตังงงง,1
เกบตังไปกินบ้านกอยดีกว่า,1
มาสด้า2คะ,2
ไม่กินแสงโสมค่ะ 5555,1
555 หาร้านๆ,2
อยากซูชิ,2
ไว้ไปกินวันไหนดี,0
อีก๊องอยากกินแล้ว.,0
อยากกินพาไปหน่อย,0
5 บาทๆ,2
อิออิ,0
สนไหม๊,2
ปิดแร้ววววว เสียจุย 😭😭😭,1
ลงทะเบียน,2
ไม่เวิคเค้าว่า 5555,1
จัดๆๆชุด 3,0
ไม่คุ้มเลยยยย,1
อยากกินมันลดอ่ะ,0
ตายกันตามบุหรี่ไฟฟ้าไปเลย,1
นัดหมาย เราไม่ชอบขัดใจใคร 555,1
นิสสัน,2
อ้อนหน่อยย,2
ใช่ๆ,2
งั้นไม่กินละ 555,1
เยป,0
มาเอ็มเคก็ได้,0
ผมกินแสงโสม,0
ยัดไส้,2
น่าโดน5555,0
สัสหมา,1
ไปๆๆ555,0
เอ้า เพื่อนจนมึงต้องเข้าใจ555,1
เออใช่ๆๆ,2
หยุดแดกสักพักน้ะสาสสส 555ตัวจิแตก,1
วันไหนวะ,2
ออกไปมันส์,2
กิงงงๆ,2
แค่บุหรี่ไฟฟ้าก็ระเบิดได้ ...,1
เย้ๆๆ 😘,0
โอเคก้อน จัดไป,0
ที่เดอะมอลบางกะปิร้านหายไปไหนอ่า,1
ปะ!!!!,0
ได้ค่ะ ยินดีค่ะ,0
อยากกินวะ แก,0
วันทิตย๋,2
คิดถึงก้อน!,0
🤔🤔🤔🤔🤔,0
ทำไมฮอทพอทไม่มีกุ้งคะ,1
ไปๆ กัน,0
ก้อน..หมูบางเกินนะ,1
นี้ก็น่าสนใจ~,0
ป่ะๆๆๆ,2
ส่วนตัว ม่ายหย่อย,1
ชุมพรมั้ยอ้ะ?!😂,0
ต่ายเลี้ยง??,0
อยากินลีโอ,0
สธ ย่อมาจาก เสดสวะน่ะตัวเธอ,1
เซ็งงงไม่จัดรายการที่ภูเก็ต,1
เด็ดตามชื่อนะจ๊ะ,0
ไป๊ๆๆๆ,0
ป่ะพรุ่งนี้เลย,0
เราอยากกินนน,0
พุธนี้อาอ,2
สู้ครับผม,0
นี่ชอบกินช้างไม่ก็สิงฆ์อ่ะ,1
โชว์ดีซีอีกละหรอ ไปลำบ๊ากลำบาก,1
555 ว่ายุ,0
แสงโสมกลม,2
ชอบปลานึ่งซีอิ้ว,0
😂😂😂,2
หิวเลยอ่ะ,0
จัดไป.,0
บางสาขามีบางสาขาหมดเร็วเกิน,1
ไปเอามา,2
ป่าช้าแตก,2
คร่อกกกก,2
ได้ครับ,0
ขอบคุนครับ,2
วันหัสส,2
ไปกันนน อยากก,0
เท่าไหย่,2
นัดวันมา,0
น่้ากิน,0
ขอบคุณนะครับ,0
อยาก😳😋,0
ว่างนานสัส,1
อยากกินๆๆๆๆ,0
น่าไปมากเทอว์,0
ชอบอ่ะ,0
Nissan คงใกล้จบแล้วแน่ๆ,1
ทำไมต้อง26,2
รอชม,2
หนองของวัวที่ติดเชื้อไวรัสรึป่าว,1
29 ค่าา 😂,0
พาพ่อกับแม่ไปกินบ่,0
ง่าาาาา,0
พยาธิในบาบิก้อน,1
รอเลยยยย,2
อีสัสเดวกูเผาหมี,1
เถียงกันจนมันน่ารำ,1
เหอะๆ,2
แต่อยาก แต่แพง,1
จริงๆๆ,2
ป๊ะๆๆ,0
เจ้บิวไปกันมะ,0
อยากกินนนนนนนน,0
ปาย แม่งขี้โม้ว่ะ.,1
ไปคะ🍃,0
หมูเขียว พอเอาออกก็ไม่ไปกินละ,1
ป่ะแสงโสม,0
เค้าอยากกินเอมเคคค,0
ทำไมต้องมีโปรเดือนนี้ 🤣,1
อบาก,0
ไช้ครับป๋าเขาเขาควันเยอะบอกอัตราย,1
รอรัยละเธอ,0
ไม่ไปแล้ว แยกย้าย👋,1
ไปกินป่ะ,0
ร้ายจิงๆ,2
HNY 2018 😘,2
อร่อยมาก,0
เอ็มเคแก้เซ็งอยู่เนี่ยย,1
ลองดิกาก555,1
กูจะเลิกดื่มน้ำสิงห์ 😂😂,1
น่าทาน,0
อิมแพคไม่ร่วมเลยหรอ เสียใจ,1
อะเครค่ะ,2
จัดไปค้ะ,0
มาสด้า 2 ดาวน์น้อย ผ่อนแพงแน่นอน,1
น่ากินเนาะ เเพงไปหน่อย,1
อีกแล้ววว,2
แค่สองสาขา ใจร้ายอ่ะ,1
ไม่ดื่มสิงห์ค่ะ,1
ไหนตังค์,2
มีแอบดู😂,0
หิวเลย,2
499กำลังดี,0
ผ้าอนามัยแบบเย็นคือเหี้ยมาก,1
5555จัดไป,2
เลิฟ ๆ^^,2
ไปบ๋อ,2
บิ๊กซีราม,2
จดทะเบียนครับผม,0
พ่อจัดหน่อยนะ,0
ไม่กินตอนเย็นครับ,1
บวกสมูทอีอีกเสียงค่ะ *-*,1
ไปดิไปๆ,0
น้ำหนักไม่ลงไม่ต้องกิน5555,1
เบียร์ช้างขวดละ120 แพงยุนะค่ะ,1
จัดอีกรอบปะอิอิ,0
ดีนะเกิดมาไม่เคยเข้าบาบีก้อน,1
อัลเมร่า,2
ป่ะะะ,0
วันนี้ยังไง,0
Mazda2 มีเสียงดังแต๊กๆ #รถยนต์,1
จริงงง ลดแค่น้ำ อีส๊ากดด,1
วันไหนดีกว่า,0
1แถม1,2
กินมะอยากอะ,2
อวสานบาบีก้อน..,1
อยากรุ้รส,2
เลี้ยงอ่อ,2
สวัสดีคะ,2
กุคนฟรีนะ,2
Honda city v+ สนใจ,0
เจ้เจ้ เฮาคงกินบ่เป็น😂😂😂,1
สรุป มีนะ,2
ก้อดีนะ เป็ดดดดดด,0
เชี่ยละ เจียงฮายบ้านกู,1
ชอบกินด้วยอะเอ็มเค,0
แต่มันเป็นฝี55555,1
บุหรี่ไฟฟ้ามันไร้สาระ,1
ชาบูโอโซน 199 อร่อย,0
ว้าวๆๆๆ,0
ต้มยำน้าา,0
สนไหม??,2
สนมะ,2
ออข้าไม่ได้ใจร้ายออข้าไม่มีเงิน,1
เปลืองชิบหายเลย,1
แสดงว่าป้าไม่ชอบเบียร์ช้าง,1
แน่นวลลล,2
ขำน้ำตาไหล,2
คิดถึงมาก,2
ของชอบอยู่แล้ว,0
สัส ไม่,1
นส. ยังไม่อ่านเลยสัส ไม่มีฟีล,1
ไปใหม่,2
งุ้ยยยยยย,2
เราไม่อยาก จบมะ!,1
อยากจุง,0
บางจริงก้อน,1
ลดพิเศษเเต่ของน้อยไม่ค่อยเติม,1
นั้นนะ,2
รอก่อนเด้อ,0
โอ๊ยโปรมันน่าโดน,0
จริงครับพ่อค้าแม่ค้าขาดจันยาบัน,1
X Trail ครับสนใจมาก,0
ไม่เอา บีก้อนมีหนองอักเสบ,1
ลองยั้ง,0
เค้าให้ลา??,0
คับผม.,0
ตามนี้คะ,2
หม้อเล็กไปอ่ะลวกผักไม่สะดวกเลยค่ะ,1
เท่จังจับบุหรี่ไฟฟ้าได้🤬😡,1
ใช่ๆๆ ลิ้นเเทบขาด,1
อะ,2
ทำไมอะ,2
ใครเลี้ยง,2
พนนะ,0
ต้องจัดด,0
เบื่อซูชิแบ๊ววววววว🤩,1
เสียใตไง,1
กราบบบ,2
จะกิน,0
จุ๊บๆๆ 😍,2
เอ็มเค เป็ดอร่อย,0
ไม่ใช่แนว,1
สนๆๆๆ 5555,2
อยากละสิ,2
หูย,2
เสียใจทำไมชอบจัดโปรแบบนี้5555,1
ตอนนี้ช้อตว้ะ555,1
นานละนะ,2
ไม่อินคะ,0
เลี้ยงหน่อยยยย,0
ก็คงสุ่มไงครับก้อน ไม่ได้เอาแต่งดี,1
ฮุนได,2
ออลนิว,2
คืนนี้ต้องลอง,0
ผัวไหนละ,2
โอ้ว.....💜💜,0
กฏหมายหัวควย โครตแม้ง,1
ห่วยไอ้เหี้ย,1
บ่กินดอกแสงโสมชังกินเบียโลด,1
ก้อนทำให้ผิดหวัง,1
น่าสนยุนะ,0
จิงดิคับ,2
ที่ไหนมี,2
พร้อม,0
เองงงงง,2
ตะกวดไทยมันยึดสูบเอง มันเห้สุดตีน,1
อะหนัก,2
เบียร์ไทเกอร์ไม่โอเค ฮือๆๆ,1
วิ่งทำไมเสียเวลา555555,1
ไม่มีที่เซนทรัลระยองอ่าา,1
จืดกว่าไฮเนเก้นอีกหรอ,1
ได้ดิ,2
เคร เจอกันน,0
สรุป/ไม่อร่อย/ได้น้อย/แพง🙅,1
ช่วยๆกันแชร์,0
อ่าว,2
เสียใจด้วยเจ้ เพื่อนไม่กิน 285,1
อื่อหือ,0
ขอหั้ยผ่านคับ,0
จ้ะ,2
หิวชีสสสส,2
มิสทีน~,2
เอาเวลาไปจับยาบ้าดีกว่ามั้ยคะ,1
บีเฟสต้าที่ว่าอ่อนโยนกุก้แพ้ค่ะ,1
อีกแล้วรึ,2
เปย์หน่อย,2
กูจะลดความอ้วน อีดอก,1
เคค รอแปป,0
กูว่าง,2
กินนี้หมด กินลีโอจืดเลยย,1
ไม่ชอบเอมเคเท่าไหร่ 😕,1
ไอ่สัด เกียดเบียร์ช้าง,1
พน จะไปเบียร์ช้าง,0
ก็แค่ง่ายรัฐไม้ได้ตังส์,1
mazda cx 5 น้ำดัน ปัญญาโลกแตก,1
ดาราขาย dr.jill เว่อวี่ว่าาาา,1
สู้ครับ,0
บ่ 👿,1
ไปไม่ไป,2
อยากกินเหรอครับ😽,0
อย่างเหี้ย😡😡😡ตำรวจหัวควย,1
มาแล้วคะ,2
อยากกินฮอตพอท,0
เคๆค่ะ,2
เบื่อคนแก่ 5555,0
จ้อนนๆ,2
วันไหนเหอะะะ,0
ได้เลยยน เพื่อนน,0
ส่วนสูงเกินค่ะ555,1
อุ้วๆ,2
ไม่กินน้ำสิงห์นานหลายปีแล้ว,1
บะหมี่เป็ดเอ็มเคเล่นกุแล้ว,1
กฏหมู่อยู่เหนือกฏหมายจริงๆ,1
ลุยย,2
ทำไมน้ำจิ้มไม่อร่อยเลยครับ,1
ทีบุหรี่ไฟฟ้านิลากเอาลากเอา,1
ปะกัลลลฃ,0
กุว่าแดกไดโดม่อนดีกว่ามะ,1
ผลประโยชน์หลักมันอยุ่ที่ไคร,1
อันนี้เมาหงส์ทองละ 5555,1
กลับไปกินช้างวม,0
ป้ะไปเลย,0
วันนี้ไป,2
วันนั้นไปแล้ว พนง บอกน้ำซุปหมด,1
สอบเสร็จ,2
โหนกระแส ติดต่อไปยังครับ,1
ไม่น่าสั่งแสงโสมเลยค่าสา อีดอก,1
ดิ,0
โคตรดีย์,2
เคยไปล่ะ ไม่เป็นอย่างที่คิด,1
มอดดดชีสสสส,0
--เลี้ยงสิ,2
อือหือ,2
หืวเลย,0
3142,2
โอเคคับ,0
กินชะลอวัย,2
ม่ายยล่ายเลยคับ ควรไปนอน,1
ไม่เคยกิน,2
ขอบคุนทุกคนเลยครับ,0
🤔,2
เอาดิ วน,2
เลี้ยงติ,2
เซ็งเป็ด,1
แสงโสม,2
ควยที่3เป็นHeinekenครับ,1
วันพุธนี้ จัดเลน,0
วันไหนบอกด้วยเด้อ,0
ยังเสือกไปซื้อโจมาโลน,1
ได้ค่ะ,2
รับขวัญไหม,2
ไปลองยังงง,2
บุหรี่ไฟฟ้าไปฆ่าพ่องมันตายย,1
อ้ามมมมมมม,2
ชอบ แต่เค้าว่ามาสด้ามีปัญหา,1
มึงงงงงง,0
ป้าจ้า,2
กุหืวข้าววว,0
อยากแดกโว้ย,0
หิวจัง,2
สวยมากคับดีแมก,0
ถึงว่าเเถมแป้งทาร์ต เซ็งเลอออ,1
ปี๊,2
เสียดาย ไม่กินเป้บซี่ด้วย,1
กาก หว่ะ บักลิง,1
พาไปกินหน่อยยย,0
หึๆ,2
ว้าววววว,0
ขอบคุณครับผม ^^,0
เฟิมอีกเสียงค่ะ ข้าวแข็งมาก,1
ป๊ะ,0
ยูเบียร์สดแย่กว่าที่คิด,1
หมูทะะะ,2
พาแม่ไปกินกัน,0
จริงหรอออ,2
วันนี้เลย555,0
ไม่เอากลัวข่าวบาบีก้อน,1
ป๋าๆ นู๋หิววว...,0
จัดมาฮีต,2
เนื้อวัว,2
กระบี่,2
วันนี้ม่เหนน้ำจิ้มแจ่วเรยค่ะแอด,1
ได้ค่ะ ^_^,2
อีกเรื่องกูกินแสงโสมไม่ได้! 😭,1
น่ากินนน,0
Kulov แม่งเมาค้างมากก,1
10฿,2
อวสานชานมไข่มุก 😭,1
อะไร?,2
กินไม่อิ่ม หมูมันบางง เศร้าาา,1
สาธุสาธุ,2
ขับง่ายกว่าวีออสเยอะเลย,1
ยังหาชุดไม่ได้เลย ออเจ้า,1
ค่ะ,2
ไม่เห้นมีสาขาแถวบ้านเลย,1
ค่าชุดไทยแพงกว่าส่วนลด555555,1
กูไม่แดกอยู่ดี ไม่แดกเนื้อ5555,1
มิดจูววววว💕,0
โกงหน้าด้านๆ,1
ด้วยๆๆๆๆ,0
พอก่อน น้ำตาลเต็มตัวแล้ว!!!!,1
รอก่อน,2
🤤🤤🤤,0
ของแถมที่อินนิสฟรีก็หมดเก่งจริง,1
ที่รัก,0
น่าลองน๊า,0
พร้อมครับ,0
พ่องตายยย อีดอก แบนแมร่งเลยย 555,1
ไม่เคยได้อะไรเลย 😭😭😭😭😭😭,1
น่าร๊ากกก 😘,0
เทอไม่ชอบกิน,1
ไหนละเงิน,2
โหหห,2
ทรัพจาง,2
ฮารเบอร,2
ร้ายกาจ,2
สั่งเลย,0
แพ้ผ้าอนามัยไปอีก #โอ๊ยชีวิต,1
แถวบ้านเราไม่ได้นะ ออเจ้า😬,1
โนชีสคะ,2
ป่ะ เด็กๆ,0
ราคาไม่แพงสนใจ,1
แท๊กกุบ้างก็ได้นะ,0
หิวจุง,2
เพลินค้ะ,0
อีชิบหาย กูบิดจีวองชี่อีกแล้ว,1
เยนนี้เลย,2
ตร ก็แบบนี้ไช้ กม ข่มขู่รีดไถ,1
เห้อ ลำบากใจ,1
ขนเสดไง,2
พริตตี้ผู้ชายใช่ไหมสัส // งิ้วเอง,1
มารับเรย,2
นี่โปรใหมา,0
สู้ครับๆ,0
=+18ค้ะ,2
อูย,0
ทำไม ysl ของเค้าติดไม่ทนเลยแฮะ,1
ในห้าง,2
ไอเหี้ยแค่บุหรี่ไฟฟ้า ควย,1
ผ้าอนามัยยาวกว่ากาวเกงในอ่ะ,1
กูอยากกินเด้อ,0
น่ากินเนาะ 5555,0
อูมาา,2
ตามนั้นนนน,0
แต่แค่จ-ศ,2
ง้าาาา,0
ปกติปะ5555,2
มึงเลี้ยงอะๆ55555,0
ตังไม่ว่าง,2
ลองยัง,2
ป่ะขอบคุณเจ้าภาพนะ,0
555แต่ดูคอมเม้นแล้วไม่น่าไปกินเลย,1
ไม่ชอบกินไม่ใช่อ่อเออ,1
ตำๆๆๆ,0
เฮ้ยงง5555,2
แพงสะป่าว 👎🏻,1
มีด้วยเหรอ,0
ไหนบอกมีรีฟิว ลบรูปไปซะและ,1
จริงไหม,2
มีออเดอร์โดนัทหัวใจอีกละ T_T,1
ใช่ค่ะ ไม่กินหรอก,1
พน.จัด,0
กลางวันนนี้,0
ไปมั้ยล่ะ😆😆,0
อร่อยครับชอบๆๆ,0
ค่าชุดไทยแพงกว่าส่วนลด 😣,1
เจ้สู้ๆๆ,0
ค้าาาา,0
อยากกิงๆ,0
ไปกินกันๆๆๆๆๆๆๆๆ,0
วันนั้นยังไม่ย่อยเลยคับ,1
ตาปรืบๆ,2
น่าไปชิมนะว่ามะ555,0
สเมอนอฟสีฟ้านี่ไม่อร่อยเลย,1
น่ารักจัง,0
ตลอดดดด,2
ถูกต้อง,2
สิงห์กินเท่าไหร่ก็ไม่เมา,1
สุขใจ คับ,0
ขอไปด้วยได้ปะ,0
บ้านติดเอ็มเค บ้าเอ้ย เบื่อเป็นนะ,1
คิวเอมเคนานมากอีห่า กุหิว,1
หิวๆ ตังมีมั้ย😁😁,0
อ้วนจ๋าาาา,2
ดำอยากๆๆๆๆ,2
เบียร์ช้างอร่อยน้า,0
แม่มึง,2
มากิน อุบล สิ ฟรี,0
ไม่ทีอารมจะกิน😂,1
อ๋อย! แย่จุง!!,1
อยากกินจังเรย 😭,0
งั้นๆแหละค่ะ,1
เลิกกินสิงห์ละกัน -_-,1
ผ้าอนามัยแพงกว่าข้าวอีก,1
2ชุดจบเลย,0
อาไรจ่ะ,2
....😁,2
3 ลูก 50,2
กูจะไม่ใช้โซฟีค่ะ,1
มาสิๆ,2
น่าลองไปกินเน๊อะ,0
เลิกกินแสงโสมดีกว่า,1
เบนหรือแสงโสมอะไรแพงกว่ากัน,1
ว่าไงค่าาา,2
ทำเกินไป บุหรี่ไฟฟ้า ไม่ไช่ยาบ้า,1
อันนี้~,0
ลากนาตมา,2
อดแหลกตามระเบียบ,1
ถูกต้องเยสเข้แมง่2มาตรฐาน,1
สนใจป่าว,2
เธอออ,2
ซื้อให้หน่อย,0
ทำใหม่โปรนะอายุ12ก็เกินหมด,1
ไม่เห็นจะเผ็ดอะไรเลยสักนิด,1
อร่อย ทีม. หิวววว,0
ไม่เด็ดด,2
ขอบคุณทุกๆท่านครับ,0
บาร์บีก้อนไหม,0
อยากกินเนื้อสไลด์​,0
กลัวอ้วน,1
ลดนน.ยุ,1
รีบมานะ 😁,2
เลี้ยงหน่อย หิว,0
สนม้ะะะ,0
มารับด้วย,0
สู้ครับผมๆๆๆ,0
เกบตังงง,2
รอป่ะ,2
ไม่ชอบกินบาบิกอนอ่ะ,1
ราคานี้ กินแบบบุฟเฟ่เถอะ 5555,1
หงส์ทอง,2
อยากแดก🤤🤤🤤,0
แม่งเอ้ยหลอกให้ดีจัยส์,1
บางจริงครับ สาขาโลตัสจรัญ,1
แสงโสมเล่นกูแล้ว,1
กลับมาก็ไปกินกัน,0
วันนี้เลย 5555,0
แสดง,2
กิน ๆๆๆๆ 555,0
สาขาอมตะ ไม่ทีกุ้งให้กิน,1
อย่าสนใจ ชิวๆๆไปดู มั่ว ยัง 35เลย,1
ไม่อร่อยอะ,1
ป้ะ เย็นนี้,0
smirnoff นี่แม่งกระทิงแดงสัสๆๆๆ,1
นี้แหละที่ต้องการ,0
อยากดื่มสิงห์บ้าง,0
เป็นเบาหวานไง กินโค้กไม่ได้🙄,1
อยากกินง่ะ 🤤🤤🤤,0
299มั้ง วันพุธอ้ะ,0
จ้ร้าาาดำ,2
นัดมา555,0
เนี่ยๆ อยากกินนนนน,0
จัดกะเสียพีอยู่ไหนๆๆๆๆ5555,1
เวนอดเลยยย,1
นายมันไม่บุฟเฟ่จะแดกพอหรอม,1
บางกว่า กระดาษ ก็ เจอ มาแล้ว,1
มาสด้า 2,2
กาวผ้าอนามัยดึงหมออ้อย 😂😂😂,1
ทำไมเราไปกินไม่เห็นลดเบย,1
โห้ไรว้า,2
เสา ทิต ก้อไม่ได้ราคานี้ซิ,1
อีก3เดือส,2
โง่ดว้ย,1
ก้เปลี่ยนมั่งเบื่อหมูท้ะ,1
รอตังออกก่อน,0
หิวเป็ดจุง,0
หลาวมึงง,2
นานละเนาะ,2
เพื่อนเมื่อใดจิมา,0
ไม่ไหวแล้วจ้าา,1
ลาเลย,0
บอกให้รู้ไว้ว่าไม่มีเงิน,1
สวัสดีคับ,2
สีขาวคับ,2
เต็ม100 ให้90,0
อดทนนะ,2
ซักวันเน้อะ,0
ตำรวจบ้างทีก็ชอบดองสำนวน,1
เด็กผี ถอดปลั๊ก โทนๆฮูกาเด้น สัส,1
หิวใช่มั้ย,0
หรอย,2
สงขลา,2
😱,2
อยากอีกละ😭😭,0
อยากกิงวุ้ย,0
ไปไหมๆๆคะ,2
อยากกินน้ำๆแบบนี้,0
เข้าไม่ได้อ่ะ,1
อร่อยคะ,0
อูยยย,2
5ทุ่ม555,2
ป่มโดนไป20000แล้ว ไม่อย่ากโดนอีก,1
สนใจ Honda City,0
ตากูบวมตั้งแต่แก้วแรก 55555',1
ยั๊กกินอันนี้,0
คือมึงไม่ได้ผลประโยชน์มึงไง เหี้ย,1
หิวจังเจ้,2
จัดๆ,0
ตอบไลนก้ดี,2
ไปกินมาไม่เห็นเหมือนในรูปเลย,1
โถ่,2
แสงโสมนี่แม่งหนักหัวชิบหาย,1
เลี้ยงเราหน่อยยย,0
เราชอบกินฟูลมูน,0
พาไปกินหน่อยเส้,0
บาบิก้อนเล่นกุแร้ว,1
แต่บ่ได้ไป,1
คืนหลังสิ้นเดือนได้ไหม T_T,1
วันพุธพอดี,2
สาขาลพบุรีไม่เห็นมีบ้างเลย,1
น่าโดนนน,0
น้องเบื่อเกี๊ยวซ่าาา,1
เลี้ยงด้วยนะ😍😍,0
ขวาสุด,2
วันเกิดพาไปหน่อย,0
มาไงว่ะ,2
สู้ๆๆๆๆๆๆๆๆ,0
วันไหนดี อิอิ,0
กลืนยาก😄😄😄,1
ไม่มี5555,2
จัดไป555,2
เอสเคทูแม่งเลย ล้อเล่น5555555555,1
อยากกิงบัฟเฟ่ต์,0
ปะจัดเลย,0
โจมาโลนกลิ่นเฟดเรวมากเว่อ,1
โฮกาเด้น,2
กินนี่กินหมูป๋องดีกว่า,1
ป่ะ วันเสาร์ 555,0
สุ้ๆครับ,2
55555 จัดดดดด,0
ถ้าแสงโสมจะทำพิษขนาดนี้5555,1
ไม่ว่างค้ะ,1
ซีคอนเปิดยังวะ,0
กล่องบุบ,1
แม่งราคาเท่า ฮอนด้าแจ๊ส เลย,1
วันอาทิต,2
โปรนี้กับหม้อ4 ช่อง ไม่ทุกสาขานี่,1
ได้ค่าา ^^,2
เบื่อการรอคิวเอ็มเคสุดละ,1
ดีนะครับ,0
พรุ่งนี้ม่ะ,0
ศ นี้เลยนะ,0
มาเเล่วๆๆ,2
อั้ยยะ,0
ไม่ควรพลาด,2
มาต้ะ 555,0
ของใหม่ มันต้องลอง,0
5555 ล่าสุดปิ่นเกล้าก็ไม่อร่อย,1
ไม่มีสาขาน้าา,1
หยุด! กูเอียนแล้ววว🙄,1
เอาบาบีก้อนภูเก็ตคืนมา,1
ป้ะ,0
ไปกินคลีนๆๆๆ,0
เอาไหม,2
เดียวนี้ไม่ค่อยมีของอะไรเลย,1
ป่ะสู,0
ใช่ครับผม,2
เทอๆ,0
ช่วยพี่ด้วยยยย,0
อยากมาววว,0
มึงมันน่ากินน,0
กันแดดคะ,2
ชายคะะะ,0
กุ้งๆๆ เมื่อไหร่จะมีกุ้ง,1
พร้อมเสมอออ อิ๊อิ๊,0
หิวหรอจ่ะ,0
ยึดรถเหมือน ยาเสพติดเลย,1
😉😉,2
อยากกินอีก55,0
สกัดจับบุหรี่ไฟฟ้า ไอ้สัส,1
โคตรบิดเบือนเลย ห่าลาก,1
ผ้าอนามัยคงไม่มีใครเห็นปะ,1
ไปกับอิโบเด้ออ,0
ไปสิ,2
เบื่อไก่อ่ะ บาบีก้อนได้ป้ะ,1
วันสุดท้ายคนเยอะะะ,1
แดกลีโอราคาไฮเนเก้นมานานแร้ว,1
ตกลงตามนี้,2
ไม่น่ามีบุหรี่ไฟฟ้าขายนะ,1
ไม่รู้ไม่เข้าใจ,1
ปิดเหี้ยไรอีสัสจะแดกสปาย,1
"คุณก็รู้ ""ที่นี่ประเทศไทย""!!",1
Smirnoff ทำพิษสุดด,1
ร้องไห้,2
ทำไงคะ?,2
สุ้ๆ,0
แพงจุง,1
เรื่องกินขอให้บอก,0
เอาอีกละ,2
รอฟังผลก่อนนนน ถถถถ ขอโปรด,1
เลว,1
show dc ไม่มีตู้atmเหรอวะ,1
เนอะๆๆ 7-11 ยีงไม่มีอ่ะ ส่องมาละ,1
อยากกินเซ็ทนี้คะ,0
ขายวีออส,2
อ่านสิ,2
นิสสันจะเปลี่ยนโฉมทุก 100ปี ถถถ,1
พาซ่าาาาาา,2
กินอ๋อ,2
วันไหนล่ะ,0
หมูบางมากกกกก,1
สองชุด,2
กูกะอยาก,2
55555 โครตดี,0
อิอิ 555,0
มันเกินไปป่ะ แค่บุหรี่ไฟฟ้า,1
ทำไมไม่มีเสาร์-อาทิตย์ค่ะ,1
ไปกินนนนน😋😋,0
5555 มันมะลำ บอกเลยย,1
นั่งแท็กซี่แม่งเลยอิผี,1
อย่างนี้ต้องลอง,0
ผมละเสียดายตรงบิ๊กซี่อ้อมใหญ่,1
เคน้องตุ้ย,2
กินๆๆๆๆ,0
🤓,2
กัส,2
ชีวาสนี้เมา,1
ทำไมที่เรากินไม่มีใส้,1
ไก่ต้มน้ำได้มั้ย 😄,0
ใครดูดบุหรี่ไฟฟ้าวะแม่ง,1
หัวเห็ดอะ,2
มนุษย์ โลก,2
โนววว 555,2
ลองดิ,2
จะกินวันนี้ตื่นนนน,0
วันนี้ต้องจัด,0
ลดถึง14,2
สองคนหะน่ะ,2
ไม่กิน ฮอทพอท,1
ไปจริงนิ,2
น่ารักจัง55,0
จัดคะคุณเพื่อน,0
เจ้,2
โอ้เย้ลีโอเบียร์,0
กุหิวแล้วว555555,0
อยากกีซ้าย,0
แอบอยาก,0
